35,3,1,0
35,2,1,0
180,2,1,0
180,3,1,0
325,2,1,0
325,3,1,0
470,2,1,0
470,3,1,0
625,1,2,650
665,4,2,690
705,2,1,0
720,3,1,0
735,2,1,0
770,4,2,795
810,1,2,835
850,3,1,0
865,2,1,0
880,3,1,0
915,1,2,940
915,2,2,940
955,3,2,980
955,4,2,980
995,1,1,0
995,2,1,0
1010,3,1,0
1010,4,1,0
1025,1,1,0
1025,2,1,0
1060,3,2,1095
1060,4,2,1095
1110,1,2,1135
1110,2,2,1135
1150,1,1,0
1150,2,1,0
1158,3,1,0
1158,4,1,0
1166,1,1,0
1166,2,1,0
1174,3,1,0
1174,4,1,0
1182,1,1,0
1182,2,1,0
1220,1,1,0
1235,2,1,0
1250,3,1,0
1265,4,1,0
1285,2,1,0
1293,3,1,0
1301,2,1,0
1309,3,1,0
1317,2,1,0
1365,4,1,0
1380,3,1,0
1395,2,1,0
1410,1,1,0
1430,4,1,0
1438,1,1,0
1446,4,1,0
1454,1,1,0
1462,4,1,0
1520,1,1,0
1535,3,1,0
1550,2,1,0
1565,4,1,0
1590,1,1,0
1598,3,1,0
1606,1,1,0
1614,3,1,0
1622,1,1,0
1670,4,1,0
1685,2,1,0
1700,3,1,0
1715,1,1,0
1740,2,1,0
1748,4,1,0
1756,2,1,0
1764,4,1,0
1772,2,1,0
1820,1,1,0
1835,2,1,0
1850,4,1,0
1865,3,1,0
1890,1,1,0
1898,2,1,0
1906,1,1,0
1914,2,1,0
1922,1,1,0
1970,4,1,0
1985,3,1,0
2000,1,1,0
2015,2,1,0
2040,3,1,0
2048,4,1,0
2056,3,1,0
2064,4,1,0
2072,3,1,0
2120,2,1,0
2135,1,1,0
2150,3,1,0
2165,4,1,0
2190,1,1,0
2198,3,1,0
2206,2,1,0
2214,3,1,0
2222,4,1,0
2265,3,1,0
2280,4,1,0
2295,2,1,0
2310,1,1,0
2340,1,1,0
2348,1,1,0
2356,2,1,0
2364,3,1,0
2372,4,1,0
2415,2,1,0
2430,3,1,0
2445,2,1,0
2460,3,1,0
2490,2,1,0
2498,1,1,0
2506,2,1,0
2514,1,1,0
2522,2,1,0
2555,4,1,0
2590,2,1,0
2625,1,1,0
2660,3,1,0
2700,4,1,0
2715,1,1,0
2730,4,1,0
2745,1,1,0
2775,4,1,0
2783,3,1,0
2791,4,1,0
2799,3,1,0
2807,4,1,0
2840,1,1,0
2875,2,1,0
2910,3,1,0
2945,4,1,0
2980,1,1,0
2995,3,1,0
3010,4,1,0
3025,2,1,0
3055,1,1,0
3063,4,1,0
3071,2,1,0
3079,3,1,0
3087,1,1,0
3130,2,1,0
3165,3,1,0
3200,4,1,0
3235,3,1,0
3270,3,1,0
3285,1,1,0
3300,4,1,0
3315,2,1,0
3345,4,1,0
3353,3,1,0
3361,2,1,0
3369,1,1,0
3377,2,1,0
3410,3,1,0
3445,2,1,0
3480,1,1,0
3510,4,1,0
3565,2,2,3580
4250,1,2,4265
4265,2,2,4280
4280,3,2,4295
4295,4,1,0
4305,3,1,0
4315,2,1,0
4325,1,1,0
4335,3,1,0
4345,2,1,0
4355,1,1,0
4365,4,1,0
4375,2,1,0
4385,3,1,0
4395,1,1,0
4405,2,1,0
4415,4,1,0
4425,3,1,0
4435,1,1,0
4445,4,1,0
4455,3,1,0
4465,2,1,0
4475,1,1,0
4485,4,1,0
4495,3,1,0
4505,2,1,0
4515,3,1,0
